id,키워드,url,date,year,content,user,replyCount,"Pesan yang dikirim dengan isyarat lisan/non-lisan dan gerakan tidak selalu menghasilkan hasil yang sesuai dengan yang dimaksudkan oleh pengirim, membawa arti dan wawasan yang sama sekali berbeda terhadap konsep yang dikirim. Oleh karena itu, distorsi terjadi ketika audiens tidak dapat memahami konsep memiliki sudut pandang yang berbeda terhadap kesimpulan itu sendiri. Distorsi tersebut dapat disebabkan oleh usia, jenis kelamin, agama, ras, pandangan politik, etnis, kelas, budaya, dan suasana hati di mana audiens menerima pesan, dan sebagainya.",likeCount,quoteCount,contentLen
215,buku korea,https://twitter.com/liviatoures/status/1599692876673617921,4.11 PM · 5 Des 2022,2022,Try this one!! Menurutku buku ini penting banget buat dibaca semua orang sekali seumur hidup. It will make us appreciate death and life more than before.,@liviatoures,0,0,3,1,153
216,buku korea,https://twitter.com/liviatoures/status/1519568240900718592,1.44 PM · 28 Apr 2022,2022,"Guys, aku mau ngasih rekomendasi buku yang bagus banget!! Kalau kalian pengen baca buku yang membahas kematian dari sudut pandang berbeda, coba buku ini. Kematian ga seharusnya jadi suatu topik yang tabu. Ada banyak hal yang bisa kita petik dari konsep kematian.",@liviatoures,1,378,1517,595,262
217,buku korea,https://twitter.com/liviatoures/status/1519569695992872960,1.50 PM · 28 Apr 2022,2022,Oh ya buku ini masuknya self-improvement ya kalau dari labelnya. Yang dibahas juga cerita-cerita asli dari kehidupan nyata sang pengarang atau lebih tepatnya pekerjaan beliau dan tim beliau.,@liviatoures,1,0,21,0,190
218,buku korea,https://twitter.com/liviatoures/status/1519570271090655233,1.52 PM · 28 Apr 2022,2022,Tbh pas awal baca aku ga expect banyak. Memang cover-nya cantik dan blurb-nya menarik tapi kupikir ya yaudah gitu aja. Mungkin ada beberapa bagian heartwarming yang menyentuh sedikit. EH TERNYATA AKU MALAH SUKA BANGET TERUS KAYA ARGH TADI NUTUP BUKUNYA SAMBIL BANJIR AIR MATA.,@liviatoures,1,0,22,0,276
219,buku korea,https://twitter.com/liviatoures/status/1519571048823681024,1.55 PM · 28 Apr 2022,2022,Ya oke ini biased sih bisa aja kalau orang lain baca ga sedih-sedih amat. Soalnya emang aku dasarnya terlalu perasa dan gampang nangis. Tapi gatau kenapa buku ini bikin aku ngerasa dalem banget padahal cerita-cerita dalam bukunya sungguh biasa-biasa aja.,@liviatoures,1,0,16,0,254
220,buku korea,https://twitter.com/liviatoures/status/1519571050652368896,1.55 PM · 28 Apr 2022,2022,Buku ini emang bukan yang bikin nangis heboh dari halaman pertama. Lebih ke apa ya. Kaya gradually? Jujur dari awal aku baca tenggorokanku tercekat banget. Mau nangis ga bisa tapi sakit. Sakit banget.,@liviatoures,1,0,15,0,200
221,buku korea,https://twitter.com/liviatoures/status/1519572216396267521,2.00 PM · 28 Apr 2022,2022,Baru kali ini aku respect banget sama pengarang. Dari awal sampai akhir ketika beliau menceritakan pengalaman seputar pekerjaan diselipin banyak insight beliau dan aku bisa lihat gimana beliau bukan orang sempurna tapi selalu berusaha untuk jadi lebih baik.,@liviatoures,1,1,16,0,257
222,buku korea,https://twitter.com/liviatoures/status/1519573127910797313,2.04 PM · 28 Apr 2022,2022,Ini pengalaman pertama aku baca buku non-fiction di mana pengarangnya terasa begitu dekat. Biasanya selalu ada jarak di antara penulis dan aku (pembaca) bahkan meskipun non-fiction sifat alaminya itu sesuatu yang direct. This is truly rare.,@liviatoures,1,0,12,0,240
223,buku korea,https://twitter.com/liviatoures/status/1519573130393825281,2.04 PM · 28 Apr 2022,2022,Membaca tulisan pengarang membuat aku merasa duduk santai di sore hari bersama seorang paman paruh baya yang menceritakan tentang kematian dan kehidupan dan segala hal di antaranya. Even if it sounds so simple but it's utterly devastating and amazing as well.,@liviatoures,1,0,16,0,259
224,buku korea,https://twitter.com/liviatoures/status/1519573883804090368,2.07 PM · 28 Apr 2022,2022,Setelah baca buku ini aku jadi makin yakin emang topik kesukaan aku tuh yang berkaitan dengan kematian. I know it sounds so weird and terrifying but there's just something about death that I like even if it can be sad sometimes.,@liviatoures,1,1,22,1,228
225,buku korea,https://twitter.com/liviatoures/status/1519574673268572160,2.10 PM · 28 Apr 2022,2022,"Buku ini keliatannya simple. Yang dibahas ""cuma"" pekerjaan orang yang mengurus barang-barang peninggalan seseorang yang meninggal, tapi banyak banget hal yang bisa kita pelajari. I know how lame (bc isn't it obvious duh?) this opinion sounds but if you read it, you'll understand.",@liviatoures,1,1,14,0,280
226,buku korea,https://twitter.com/liviatoures/status/1519582672288641029,2.41 PM · 28 Apr 2022,2022,Salah satu hal yang bikin aku salut lagi tuh gimana buku ini bicara tentang konsep benar dan salah. Kerennya konsep ini ga diceritain gamblang atau dengan cara menggurui. It's actually really subtle where you might not even realize until you close the book and thinks about it.,@liviatoures,1,0,8,0,277
227,buku korea,https://twitter.com/liviatoures/status/1519601730572668928,3.57 PM · 28 Apr 2022,2022,"Oh ya buku ini bikin aku sadar kalau kita semua harus bisa balance. Ga terlalu foya-foya sampai memenuhi rumah ujung-ujungnya jadi ""rumah sampah"" yang susah dibersihkan saat kita meninggal tapi juga ga boleh terlalu hemat sampai ga pernah menikmati apa-apa eh tau-tau meninggal.",@liviatoures,1,2,15,1,278
228,buku korea,https://twitter.com/liviatoures/status/1519605483468095488,4.12 PM · 28 Apr 2022,2022,Bersyukur banget karena dalam hidupku yang singkat ini aku dikasih kesempatan buat baca buku sebagus ini. Buku yang menyesakkan sekaligus memberi ketenangan. Baca buku ini bikin aku lebih menghargai ga cuma kehidupan tapi juga kematian. Truly one of the best books ever.,@liviatoures,0,1,15,0,270
229,buku korea,https://twitter.com/iniadekryujin/status/1575321590740709377,10.08 AM · 29 Sep 2022,2022,"✨ Beauty of Trauma by Jung Yeoul ✨

⭐ : 1000/10

Mengajak kita untuk nggak takut lagi sama luka. Di setiap babnya, bisa jadi kita harus berhenti sejenak karena ingat luka yang berusaha dilupa. Gapapa, luka kan sesuatu yang harus dihadapi walau prosesnya sangat sulit.",@iniadekryujin,1,1,3,3,271
230,buku korea,https://twitter.com/literarybase/status/1599597380348760066,9.51 AM · 5 Des 2022,2022,"/Lt guys kalo mau baca asian lit kayak buku-buku dari jepang, china, korea, dll itu yg lengkap di aplikasi baca mana ya? yg berbayar pun gak papa. terima kasih yaa",@literarybase,5,0,6,4,163
231,buku korea,https://twitter.com/kursiseimbang/status/1599674927808131072,2.59 PM · 5 Des 2022,2022,"Enggak bisa kalau ngandelin satu aplikasi, sih, sebenarnya, Nder. Untuk Korea bisa cari di LTI Korea untuk literatur Korea yang sudah diterjemahkan ke bahasa Inggris, Mandarin, Jerman, dll. Kalau mau baca dalam bahasa Korea langsung, akun LTI Korea yang sama bisa dipake di YES24.",@kursiseimbang,1,0,0,0,280
232,buku korea,https://twitter.com/faninos/status/1599600860539289601,10.05 AM · 5 Des 2022,2022,"di scribd lumayan lengkap asian lit nya mau dari jepang, korea, china, asia tenggara, asia selatan, asia barat juga ada",@faninos,0,0,0,0,119
233,buku korea,https://twitter.com/literarybase/status/1596403174310522886,2.19 PM · 26 Nov 2022,2022,"/lt  lagi suka buku-buku korea buat bacaan anak-anak, ilustrasinya lucu & pesannya mudah sampai.
seru buat dibaca bareng anak 💛",@literarybase,3,4,23,6,129
234,buku korea,https://twitter.com/literarybase/status/1556467784510365696,9.30 AM · 8 Agt 2022,2022,"/lt Review Singkat Alet: Siapa yang Datang ke Pemakamanku Saat Aku Mati Nanti? karya Kim Sang-hyun
Warga Korea Selatan yang sudah menerbitkan lima buah buku, mengelola kedai kopi bernama Gongmyeong Cafe, dan penerbit independen bernama Feelm.

Rate: 3/5
Ulasan:
Selama  (cont..)",@literarybase,4,52,240,47,283
235,buku korea,https://twitter.com/literarybase/status/1556467786494271488,9.30 AM · 8 Agt 2022,2022,"baca buku ini, rasanya tenang tapi ga enjoy karna setiap kalimatnya perlu aku resapi dan berujung aku kena reading slump. Tapi overall bukunya bagus dan ngajarin kita untuk berdamai dengan keadaan.

Potongan teks dari bukunya:
""Kepribadian tidak terbentuk dalam semalam.  (cont..)",@literarybase,1,0,10,1,283
236,buku korea,https://twitter.com/literarybase/status/1556467787643514880,9.30 AM · 8 Agt 2022,2022,"Wujud nyata seseorang datang dari sikap, dan kata-kata terucap dengan sangat hati-hati. Selain itu, passion dimulai dari tindakan dan passion tidak bisa muncul begitu saja. Apa yang telah membentuk seseorang selama beberapa dekade tidak akan mudah berubah. Jangan pernah  (cont..)",@literarybase,1,0,10,0,280
237,buku korea,https://twitter.com/literarybase/status/1556467788759199745,9.30 AM · 8 Agt 2022,2022,"berusaha untuk mengubah seseorang dan jangan kecewa saat seseorang tidak berubah. Kamu bisa meninggalkanku kapan saja dan saat itu terjadi, dan sebaiknya kita tidak terlalu sedih. Perpisahan akan selalu datang dan cinta akan selalu berada di sekelilingmu.""",@literarybase,0,1,16,0,256
238,buku korea,https://twitter.com/literarybase/status/1545966194150490114,10.00 AM · 10 Jul 2022,2022,"/lt ✨ an appreciation menfess ✨ 
aku ngga tau apakah buku ini rame/engga, pernah hype/engga yg pasti aku pengen rekomendasikan buku ini buat dibaca✨ singkatnya si buku ini ditulis sama seorang pekerja jasa pembersih barang2 orang yg sudah meninggal di Korea  (cont..)",@literarybase,37,232,1413,399,268
239,buku korea,https://twitter.com/literarybase/status/1545966196012752896,10.00 AM · 10 Jul 2022,2022,"Selatan. bagusss banget, aku juga ga ngerasa boring bacanya, sudut pandang penulis terhadap kehidupan dan makna hidup juga dalem banget. worth to read guys!!!

btw bisa di akses di gramdig jugaa🙌 happy reading🤍🌼✨",@literarybase,2,1,23,1,217
240,buku korea,https://twitter.com/cixtreu/status/1545979186892140549,10.52 AM · 10 Jul 2022,2022,Buku ini emang bagosss. Baca di GramDig akhirnya mutusin buku fisiknya karena sebagus itu :( sedih tapi bikin hati hangat.,@cixtreu,0,0,0,0,122
241,buku korea,https://twitter.com/atzslv/status/1545972739214741504,10.26 AM · 10 Jul 2022,2022,ini sama kayak drakor move to heaven ga sih?,@atzslv,2,0,6,4,44
242,buku korea,https://twitter.com/aenonian/status/1545973878593581056,10.31 AM · 10 Jul 2022,2022,"kalo bisa sempetin baca buku ini seenggaknya sekali deh. baca pelan2 aja, sehari 2-3 chapter, resapin 🥺 btw Move to Heaven kalo ga salah terinspirasi dari penulis buku ini deh.",@aenonian,1,0,4,0,177
243,buku korea,https://twitter.com/di_pojokkan/status/1545977383919894528,10.45 AM · 10 Jul 2022,2022,"Katanya sih gitu, justru nonton dramanya dulu baru aku tau ada buku ini",@di_pojokkan,1,0,0,0,71
244,buku korea,https://twitter.com/putriwulandiank/status/1545971534820679682,10.21 AM · 10 Jul 2022,2022,"Kesannya lebih menghargai kehidupan sih nder kalau menurutku, bagus banget memang",@putriwulandiank,0,0,0,0,81
245,buku korea,https://twitter.com/nisoolasido/status/1545970902411923456,10.19 AM · 10 Jul 2022,2022,Setuju! Heartwarming banget bukunya🧡,@nisoolasido,0,0,0,0,37
246,buku korea,https://twitter.com/cupcakesbun/status/1545967252536578049,10.04 AM · 10 Jul 2022,2022,belum baca tapi drakornya aja bagus banget ini!! apalagi bukunya kali ya? biasanya kan kalo buku tuh feel-nya lebih berasa,@cupcakesbun,1`,0,0,0,122
247,buku korea,https://twitter.com/mochirdbean/status/1545992330444181504,11.44 AM · 10 Jul 2022,2022,"Apakah kayak drama Move to Heaven? Makasii nder, masuk wishlist📝",@mochirdbean,0,0,0,0,65
248,buku korea,https://twitter.com/literarybase/status/1537056964017942528,7.58 PM · 15 Jun 2022,2022,"/Lt Selamat malam warga litbase, sender boleh minta saran buku dari penulis Korea/Jepang ngga? Lagi pengen baca buku-bukunya. TIA",@literarybase,13,6,69,22,129
249,buku korea,https://twitter.com/literarybase/status/1531518878811291648,1.12 PM · 31 Mei 2022,2022,"/lt Gaiss, sender kan suka baca self-improvement termasuk yg esai Korea, tp aga sedih dan kesel aja krn di-underestimate gitu huhu. Pdhal tipe buku kaya gitu kan emang cocok cocokan ga sih kalo mau baca, ya kalo menurut mereka jelek dan bosenin belum tentu ga cocok di  (cont..)",@literarybase,16,8,61,4,278
250,penulis korea,https://twitter.com/literarybase/status/1537056964017942528,9.58 PM · 15 Jun 2022,2022,"/Lt Selamat malam warga litbase, sender boleh minta saran buku dari penulis Korea/Jepang ngga? Lagi pengen baca buku-bukunya. TIA",@literarybase,13,6,69,22,129
251,penulis korea,https://twitter.com/literarybase/status/1599689718933114880,5.58 PM · 5 Des 2022,2022,/lt Rekomendasiin buku mental health? dari penulis Korea dong guys?,@literarybase,5,1,12,6,67
252,penulis korea,https://twitter.com/iniadekryujin/status/1575321590740709377,12.08 PM · 29 Sep 2022,2022,"✨ Beauty of Trauma by Jung Yeoul ✨

⭐ : 1000/10

Mengajak kita untuk nggak takut lagi sama luka. Di setiap babnya, bisa jadi kita harus berhenti sejenak karena ingat luka yang berusaha dilupa. Gapapa, luka kan sesuatu yang harus dihadapi walau prosesnya sangat sulit.",@iniadekryujin,1,1,3,3,271
253,penulis korea,https://twitter.com/literarybase/status/1499025719690952709,7.02 PM · 5 Des 2022,2022,Aku saranin baca bukunya kim suhyun :D,@gymnopediie,1,0,15,0,38
254,penulis korea,https://twitter.com/literarybase/status/1499025719690952709,11.15 PM · 2 Mar 2022,2022,"/lt haihai~ sender mau kasih rekomendasi novel psycho-thriller dari penulis korea. Gambaran psikologisnya lumayan bikin tingling, apalagi ini bahas soal trauma masa kecil gitu. but tbh kalo dari segi misteri, buku ini emang masih kurang. Masih banyak plot holes>.<",@literarybase,1,0,15,0,264
255,penulis korea,https://twitter.com/literarybase/status/1514521672438624260,5.31 PM · 14 Apr 2022,2022,/lt spill novel favorit dari penulis jepang atau korea. Thank you,@literarybase,23,6,45,14,65
256,penulis korea,https://twitter.com/riri__potter/status/1514522261986119683,5.33 PM · 14 Apr 2022,2022,"Vegetarian by Han Kang (Korea). Rahasia Hati by Natsume Soseki, Beauty and Sadness by Yasunari Kawabata (Jepang)",@riri__potter,0,0,0,0,112
257,penulis korea,https://twitter.com/Donatgendut2/status/1514525255616065539,5.45 PM · 14 Apr 2022,2022,"Kalo korea kim eun jeong - cheeky romance
Jepang akiyoshi rikako -holy mother & kumpulan cerpennya Ryunosuke Akutagawa",@Donatgendut2,0,0,0,0,119
258,penulis korea,https://twitter.com/bibliophile26_/status/1514557239838736389,7.52 PM · 14 Apr 2022,2022,Dari korea aku suka Wizard Bakery,@bibliophile26_,0,0,0,0,33
259,penulis korea,https://twitter.com/iryanthisaiful/status/1514527813646180359,5.55 PM · 14 Apr 2022,2022,"Mata Malam / Human Acts : Han Kang
Pachinko: Min Jin Lee
Sweet Bean Paste: Durian Sukegawa
Keajaiban Toko Kelontong Namiya: Keigo Higashino
Kitchen: Banana Yoshimoto",@iryanthisaiful,0,0,0,0,169
260,penulis korea,https://twitter.com/literarybase/status/1516068515757068292,11.57 PM · 18 Apr 2022,2022,"/lt Grass (graphic novel), isinya tentang wawancara penulis dengan nenek-nenek (Lee Ok-sun) yg pernah menjadi 'comfort woman' ketika Jepang menduduki Korea. Ceritanya aja dah sedih, udah gt ilustrasinya juga dark, menggambarkan betapa susahnya hidup beliau sebagai anak orang miskin yang tiba-tiba diculik dan dijadiin comfort woman. Kalau kalian suka Pachinko, latar dimulainya cerita hampir sama seperti di situ. Kira-kira nasib Sunja bisa saja seperti Ok-sun halmeoni kalau aja dia ga pindah ke Jepang. Mereka berdua sama-sama menderita, but in a different way 😭.
",@literarybase,1,6,38,15,569
261,penulis korea,https://twitter.com/literarybase/status/1505450632559620100,4.46 PM · 20 Mar 2022,2022,"/lt ada rekomendasi buku"" yang ditulis sama penulis dr korea / jepang ngga ya? Makasiihh sblmnyaa",@literarybase,25,7,58,21,97
262,penulis korea,https://twitter.com/literarybase/status/1549282766272880641,3.39 PM · 19 Jul 2022,2022,"/lt saranin buku yang bukan dari penulis amerika, inggris, korea, jepang, indo dong! pengen koleksi buku berbagai macam negara. thanks buat sarannya",@literarybase,19,4,33,21,148
263,penulis korea,https://twitter.com/literarybase/status/1556982506477404160,9.35 PM · 9 Agt 2022,2022,"/lt guiss, tadi tuh sender pas di book cafe liat ada buku gitu novel penulis Korea seingetku, dan kayanya terbitan baru. Baca blurb-nya tuh intinya cerita tentang para perempuan dan kisah-kisahnya gitu. Tapi sender lupa judulnyaaa pliss help me ya kalo ada yg tau makasih bangett guiss. Pokonya warna covernya ungu muda deh, if im not mistaken. TIA ya guys",@literarybase,5,0,8,4,356
264,penulis korea,https://twitter.com/literarybase/status/1538717264404713472,11.55 AM · 20 Jun 2022,2022,/lt guys punya rekomendasi novel dari penulis korea tp versi english? TIA,@literarybase,5,0,5,2,73
265,penulis korea,https://twitter.com/inbukanout/status/1538893262790225922,11.35 PM · 20 Jun 2022,2022,pachinko baguss,@literarybase,0,0,0,0,15
266,penulis korea,https://twitter.com/jinomatterwhat/status/1538717938269622273,11.58 AM · 20 Jun 2022,2022,"kim jiyoung, born 1982, shoko's smile, winter in sokcho",@jinomatterwhat,0,0,0,0,55
267,penulis korea,https://twitter.com/newromance23/status/1538727349516386306,12.36 PM · 20 Jun 2022,2022,"Pachinko penulisnya org korea, tp citizenship nya US. Mungkin masi masuk kategori heheh",@newromance23,0,0,0,0,87
268,penulis korea,https://twitter.com/literarybase/status/1551510000916242432,7.09 PM · 25 Jul 2022,2022,/LT saranin buku dari penulis jepang/korea yang ada di scribd dong 😻,@literarybase,4,0,3,2,69
269,penulis korea,https://twitter.com/literarybase/status/1517929911129755648,3.14 AM · 24 Apr 2022,2022,"/lt Teman-teman, mau minta rekomendasi novel thriller dari penulis Korea dan Jepang dong (selain Keigo Higashino, Akiyoshi Rikako & Kanae Minato). Thank you🙏",@literarybase,7,3,11,19,158
270,penulis korea,https://twitter.com/literarybase/status/1315647161195921411,10.35 PM · 12 Okt 2020,2020,"/lt buat yang suka sastra korea dan mau eksplor bacaannya ke penulis-penulis korea yang belum gitu kedengeran, lagi ada seoul international writers' festival nih. Di link ini bisa baca karya-karya beberapa penulis pilihan baik dalam bahasa korea maupun english
http://siwf.or.kr:83/bbs/board.php?bo_table=new_artists_en",@literarybase,2,10,30,19,320
271,penulis korea,https://twitter.com/literarybase/status/1317403994281578496,6.56 PM · 17 Okt 2020,2020,"/lt rekomen novel romance yang wajib dibaca dari penulis korea dongg, selain dari gambar gapapa",@literarybase,4,0,15,0,95
272,penulis korea,https://twitter.com/matchwithmatcha/status/1317413576571695104,7.34 PM · 17 Okt 2020,2020,"I'll go to you when the weather is nice

Tapi gue belum pernah baca wkwkkw",@matchwithmatcha,0,0,0,0,76
273,penulis korea,https://twitter.com/literarybase/status/1290204544480104448,5.35 PM · 3 Agt 2020,2020,/lt apa buku favorit kalian dari penulis korea?,@literarybase,6,0,4,4,47
274,penulis korea,https://twitter.com/faninos/status/1290205395814723584,5.38 PM · 3 Agt 2020,2020,"- The Good Son 
- Human Act 
- The Detective's Son
- Kim Jiyong born 1982",@faninos,1,0,1,1,76
275,penulis korea,https://twitter.com/whutssage/status/1290205071771197441,5.37 PM · 3 Agt 2020,2020,love for imperfect things bacanya adem bgt,@whutssage,0,0,0,0,42
276,penulis korea,https://twitter.com/literarybase/status/1251106933810950145,8.15 PM · 17 Apr 2020,2020,"/LT guys aku minta saran penulis Asia timur yang novel2nya sudah diterjemahkan ke Bahasa Indonesia dong. Boleh penulis Tiongkok, Jepang, atau Korea. selain Haruki Murakami ya. Terima kasih🙏","
@literarybase",19,4,33,14,190
277,penulis korea,https://twitter.com/faninos/status/1251108145562185729,8.20 PM · 17 Apr 2020,2020,"Polisi kenangan Yoko Ogawa 
Rahasia hati Natsume soseki 
Botchan Natsume Soseki 
Brothers Yu Ha 
The Tokyo Zodiac Murder Soji Shimada 
The crooked house soji shimada 
Diary of murderer Kim Young Ha 
The good son You jeong jeong 
Human act han kang 
The vegetarian han kang",@faninos,1,0,6,0,281
278,penulis korea,https://twitter.com/niesya_bilqis/status/1251109633969668096,8.25 PM · 17 Apr 2020,2020,"Kyung Sook Shin (Please Look After Mom)
Han Kang (Vegetarian)
Kazuo Ishiguro (Never Let Me Go)
Kevin Kwan masuk gak ya? 😁 (Crazy Rich Asians)
Lee Woo Jung (Reply 1997)
Akiyoshi Rikako (banyak lah novelnya)",@niesya_bilqis,1,0,1,0,211
279,penulis korea,https://twitter.com/IAmSleepyReader/status/1251117457273548800,8.57 PM · 17 Apr 2020,2020,"Yang udah kubaca:

You Are The Apple Of My Eyes - Giddens Ko
The Travelling Cat Chronicles - Hiro Arikawa
Kim Ji-Yeong Lahir Tahun 1982 - Cho Nam-Joo

Semuanya punya terjemahan yang nyamaaan! 👍👍👍👍",@IAmSleepyReader,0,0,1,0,206
280,penulis korea,https://twitter.com/literarybase/status/1306195774359830528,8.38 PM · 16 Sep 2020,2020,/lt gaessss kalian baca buku Tteokpokki nggak? Ternyata ada talksow ma penulisnya yg org korea. Ada yg join nggak? Pengin bgt bs ngobrol ma penulis😗,@literarybase,3,5,2,1,149
281,penulis korea,https://twitter.com/literarybase/status/1312357321385807874,8.42 PM · 3 Okt 2020,2020,/lt ada novel karya penulis korea yg recommended gaa?,@literarybase,7,0,4,5,53
282,penulis korea,https://twitter.com/b00ljk/status/1312357866561368065,8.44 PM · 3 Okt 2020,2020,Roman? Kim Rang,@b00ljk,0,0,0,0,15
283,penulis korea,https://twitter.com/ninabookshelves/status/1312357710868828160,8.43 PM · 3 Okt 2020,2020,Vegetarian,@ninabookshelves,0,0,0,0,10
284,penulis korea,https://twitter.com/diavolosea/status/1312361682866331649,8.59 PM · 3 Okt 2020,2020,Kim Ji-Yeong,@diavolosea,0,0,0,0,12
285,penulis korea,https://twitter.com/nikolinaza/status/1312381663666601984,10.19 PM · 3 Okt 2020,2020,The Plotters by Kim Un Su sama Bone by Jung Mi Jin,@nikolinaza,0,0,0,0,50
286,penulis korea,https://twitter.com/godzumi/status/1312362422603112448,9.02 PM · 3 Okt 2020,2020,Bukan fiksi tapi ini isinya bagus “tidak mungkin membuat semua orang senang (how to deal rude people with smile” jung moon jung,@godzumi,0,0,0,0,127
287,penulis korea,https://twitter.com/literarybase/status/1247128214436065280,8.45 PM · 6 Apr 2020,2020,"/lt Temen2 pecinta thriller/crime, ada rekomen buku di scribd? Prefer dari penulis jepang/korea",@literarybase,2,0,5,3,95
288,penulis korea,https://twitter.com/literarybase/status/1279722975634157569,7.25 PM · 5 Jul 2020,2020,"/lt Tolong rekomendasi novel bergenre (psychological) thriller or crime dari penulis Korea selain The Good Son, yg udah diterjemahin dlm bahasa Inggris atau Indonesia. TIA!",@literarybase,2,0,8,4,172
289,penulis korea,https://twitter.com/blue_solivagant/status/1279729318889811969,7.50 PM · 5 Jul 2020,2020,The Hole - Pyun Hye Young,@blue_solivagant,0,0,0,0,25
290,penulis korea,https://twitter.com/literarybase/status/1337011367342034947,9.28 PM · 10 Des 2020,2020,"/lt hi semuanya, mau minta rekomendasi novel yang bikin hati hangat dari penulis lokal (selain karyanya TL ya please) atau penulis Jepang/Korea (terutama yang udah ada terjemahan Indonesia) versi kalian dong, tapi selain romance, pengen nambahin ke wishlist soalnya.thanks!

(Note: aku udah baca The Travelling Cat Chronicles dan The House Keeper & The Professor, oke 😉)",@literarybase,3,0,2,3,373
291,penulis korea,https://twitter.com/literarybase/status/1308626274894532608,"1.36 PM · 23 Sep 2020",2020,/lt uda seneng liat buku murah bgt di gramed offc taunya terjemahan indo ue 😭 krn ku lebi suka baca buku asli atau terjemahan english (klo bukunya dari penulis korea). kalian ada yg gtu jg ga? ._.,@literarybase,23,4,4,3,197
292,penulis korea,https://twitter.com/hzboy/status/1308626828366553088,1.38 PM · 23 Sep 2020,2020,"Fun Fact!

Membaca terjemahan bhs Indonesia apabila naskah aslinya dari negara yg juga di Asia (seperti Cina, Jepang, Korea) lebih memberikan kedekatan secara budaya.

Berbeda jika kamu membaca terjemahan dlm bhs Inggrisnya

Coba cek utasku: https://twitter.com/hzboy/status/1297467835984166912",@hzboy,3,6,26,3,294
293,penulis korea,https://twitter.com/hzboy/status/1308627729420492807,1.42 PM · 23 Sep 2020,2020,Adaa. ada yang pakai bahasa perantara dulu (biasanya bahasa Inggris) sebelum diterjemahin ke bahasa Indonesia.,@hzboy,1,0,0,0,110
294,penulis korea,https://twitter.com/faninos/status/1308627489762111488,1.41 PM · 23 Sep 2020,2020,"kalau khusus penulis asia aku lebih suka terjemahan dari bahasa indonesia nder, karena lebih nyaman dan ngga lost in translation yg sebanyak versi terjemahan inggris. Aku hobi baca buku yg bahasa asli nya english dan bandingin back to back terjemahan english dan indonesia nya.",@faninos,0,1,0,0,277
295,penulis korea,https://twitter.com/literarybase/status/1385866512188145669,5.01 PM · 24 Apr 2021,2021,"/lt akhir"" ini lagi senang baca buku terjemahan dari penulis"" asal Jepang ataupun Korea. Ngerasa buku nya ringan, tapi banyak bgt makna nya. Aku boleh minta rekomendasi buku yg menurut kalian menarik? Genre nya bebas",@literarybase,16,4,81,55,216
296,penulis korea,https://twitter.com/Smellmeee/status/1385868541698605059,"5:09 PM · Apr 24, 2021",2021,"Aku jg nder, aku abis baca novella kim young ha ihavetherighttodestroymyself (ini depressing bgt, bahas suicide)) sma banana yoshimoto newlyweds(gmbarin ibu rmh tangga dimata cowo,agak nyesek), km abis baca buku apa aja ?",@Smellmeee,1,0,0,0,221
297,penulis korea,https://twitter.com/scorpiogirl21s/status/1385869625536122880,"5:14 PM · Apr 24, 2021",2021,"Aku abis baca Kim Ji-yeong 1982, buku"" nya Keigo Higashino, dan Makoto Shinkai kak -s",,0,0,0,0,85
298,penulis korea,https://twitter.com/pandacff/status/1385925636665929730,8.56 PM · 24 Apr 2021,2021,Hidup damai tanpa berpikir berlebihan,@pandacff,0,0,0,0,37
299,penulis korea,https://twitter.com/kikikukeko_/status/1385871629759119365,5.21 PM · 24 Apr 2021,2021,Almond by Sohn-won pyung. Pertama kali baca buku terjemahan korea dan menurutku meaningful banget. Tentang anak laki-laki yg kesusahan dalam mengungkapkan emosi.,@kikikukeko_,0,0,0,0,161
300,penulis korea,https://twitter.com/literarybase/status/1422880614311632900,8.22 PM · 4 Agt 2021,2021,"/lt halo folks, aku baru selesai baca The Good Son, and im really impressed by this book! ಥ‿ಥ Abis baca ini rasanya mau nyoba baca buku dari penulis Korea lain yang genrenya sejenis, kira-kira ada yang bisa kasih rekomendasi? Tia~",@literarybase,5,0,13,8,230
301,penulis korea,https://twitter.com/keburuhujan_/status/1422908415156776962,10.12 PM · 4 Agt 2021,2021,Lanjut 7 Tahun Kegelapan :')),@keburuhujan_,0,0,0,0,29
302,penulis korea,https://twitter.com/Reffi_angel/status/1422881522101587969,8.26 PM · 4 Agt 2021,2021,"Vegetarian by Han Kang
Holy Mother by Akiyoshi Rikako
The Hole, lupa nama penulisnya, Korea juga. 

Sudah ada terjemahan semua",@Reffi_angel,0,0,4,2,130
303,penulis korea,https://twitter.com/di_pojokkan/status/1422880871997054976,8.23 PM · 4 Agt 2021,2021,Ini tuh agak slow ga sih kak? Atau perasaanku aja?,@di_pojokkan,1,0,0,0,50
304,penulis korea,https://twitter.com/literarybase/status/1410546353495691265,7.30 PM · 1 Jul 2021,2021,/lt hii aku minta rekomendasi buku dari penulis korea/jepang yang ringan tp bermakna gitu dong hehe makasih ,@literarybase,17,3,23,18,108
305,penulis korea,https://twitter.com/ptriaprl84/status/1410548274507837443,7.38 PM · 1 Jul 2021,2021,"“santai aja namanya juga hidup” 
penulisnya Yozuck",@ptriaprl84,0,0,0,0,51
306,penulis korea,https://twitter.com/brtnns/status/1410548005820719104,7.37 PM · 1 Jul 2021,2021,reply 1997 gatau bermakna apa ngga buat kamu cuma ceritanya ringan,@brtnns,0,0,0,0,66
